Ratings,Review_body,Date,Review_head
,"I really want to like these.  5/5, the noise cancellation works great.  5/5, the calls seem good.  4/5, the volume control is pretty easy albeit a little hokey.  3/5, they're somewhat comfortable for my big head but start to hurt after 30 minutes.  5/5, the battery life seems long lasting.  0/5, the two device control is awful.  One device control works well.  They easily connect to my iPhone X.  For the 2nd device, when I connect to my Mac, however, the main audio stays with my Mac, and I cannot switch back to the iPhone.  Certainly, the Sony audio app gives an indication that the headphones attempt to switch back to the iPhone, as the primary device, and then the headphones immediately switch back to my Mac, even with every audio and video app shutdown on my Mac.  In fact, the only way I can switch back to my iPhone is to disconnect the Bluetooth from my Mac.  I imagine Sony can fix this with a firmware update which brings me to the next issue, firmware upgrades.  Soon after pairing my iPhone to the headphones in the app--the initial pairing in the app failed until I forced the issue in the iPhone Bluetooth settings, by the way--the app attempted to update the headphone firmware.  When this happened, it stopped at 2%.  Much later, after switching between apps, returning to the Sony app, I saw the firmware update process stopped.  It was only when I checked the version, did I see that the firmware update works.  I would avoid purchasing these until Sony works out the kinks with some firmware upgrades.",Reviewed in the United States on 27 August 2020,
,"I haven't had a set of over ear headphones in quite a while but I thought I'd give these a try based on the stellar reviews of the predecessor XM3 model.  Packaging is nice.  The instructions consist of a fold-out sheet with pictures only.  If you're not up on all the latest technology icons, you'll probably wish for printed words.  There is an additional instruction sheet in about 6-point font that's fairly useless.  Initially, I easily paired the headphones with my Apple TV and was able to use them quickly.  The next day I decided to download the app to get into the finer aspects of setup.  The app prompted a software update and allowed me to play around with equalizer settings and noise cancelling.  I highly recommend using the app in lieu of the cumbersome instructions.  Sound quality is very subjective.  You'll find reviewers who think these are the best ever and others not so much.  I fall in to the second group.  Sound is decent, but not anything that stands out relative to what I've used in the past.  At this price point I guess I expected more.  From a control standpoint, the right ear cup has a panel that you tap to start/pause music or calls, skip ahead or back, and swipe to make volume adjustments.  I absolutely hate the volume adjustment.  Each ""swipe"" is about a 10% adjustment, so if you want to quickly raise or lower volume, you have to make multiple swipes.  And half the time the swipes don't register.  If you aren't swiping perfectly up or down, you will skip the music forward or back.  If you're using the headphones with a device that has its own volume control, I recommend going that route.  It's much easier.  Overall, I'd rate the headphones slightly above average for sound and slightly below for controls.",Reviewed in the United States on 23 August 2020,
,"I've only had these for a few days, so this review may change. I'll update it if it does.

After using these headphones for many hours a day since I got them, I can say unequivocally that they are... fine. They're fine. First of all, it's important to note that I am one of those people who don't know anything about sound mixing, sound quality, equalizing, bass, treble... I don't know anything about any of it. I use my headphones almost constantly - 10 or more hours a day for podcasts, audiobooks, and the occasional work call. So I'm way more concerned with how the headphones function than how they sound because for me, they all sound pretty much the same.

And that's my biggest problem with these. They don't function as smoothly as I wanted them to.

When I turn them on, I hear ""Power On"" then a few seconds later ""bluetooth connected"". But I don't know what it's connected to, because every time I do this, I have then open the Sony Connect app and tell the headphones to connect to my phone. It isn't doing that automatically, even though I only have them connected to this one device. I've tried waiting a few seconds, up to a full minute, and I still had to manually tell them to connect to my phone in order to use them.

The speak-to-chat function is great in theory, but since the headphones (obviously) can't tell if I'm actually starting a conversation or just telling my dogs to get off the couch, they were pausing constantly. (It's possible I talk to my dogs too much) It even pauses automatically when I sneeze or cough. Which brings me to functionality problem #1. When that happens, the headphones are supposed to restart 30 seconds after you've stopped talking. And if you want it to restart sooner, you just unpause them. 8 times out of 10, this doesn't happen. The few times I waited the full 30 seconds, twice going to a full minute, they didn't unpause. I had to manually unpause them. So I turned that feature off, which is disappointing because it's one of the features I was looking forward to.

Which leads into issue #2. You really have to double-tap the right headphone really hard to get them to acknowledge the tapping and pause or restart. Multiple times I've had to stand there tapping the side of my head like an idiot, then still go to my phone and manually unpause whatever I was listening to. The headphones will give a little beep to let me know that they have received my taps, but the book/podcast whatever doesn't start playing again until I go in and unpause it on my phone.

Problem #3 is that if I double-tap the headphones to pause, at least 7 times out of 10, the Audible app, podcast app, whatever I'm using, actually closes so that 1 minute later, when I'm ready to restart, I have to actually open the phone, go to the app and restart again. I can't even just grab my phone and hit the play button, I have to restart the entire app. This whole thing is extremely frustrating.

The volume control isn't terrible, though you have to be pretty precise with your up and down swiping, because if you slant even a little to one side, the headphones are likely to read it as a forward or backward and skip the track whichever way it thinks you want. And you have to swipe a lot, because the volume goes up or down in very small increments.

The noise-canceling seems to work pretty well, though I haven't tried it out as thoroughly as I'd like. One minor irritant, though, is that these automatically turn on in noise-canceling mode, which I don't need or even want when I'm at home, so I have to manually change this every time. That gets annoying.

So I haven't decided yet if I'm going to keep these or not. It's a lot of money to pay for headphones that frustrate me as much as these currently do, but maybe some of these issues are just settings I haven't figured out yet. I don't think so, because I've been through them pretty thoroughly, but I'll give it at least a full week before I make a decision. And I'll update my review once I do.",Reviewed in the United States on 22 September 2020,
,"I got the MX4's for use when driving and in a noisy office location while doing college work. I also listen to music and audiobooks/podcasts nearly all day, and it is not uncommon for me to have a pair of cans on for 8-12 hours daily. Moving forward, my main comparison is with the Senheiser HD599 ($200) and the HiFiman HE4XX's ($150, plus $200 for a Schitt Modi/Magni DAC and AMP setup, coming to a total of $350 for all three pieces of hardware). My use case is pretty high-volume listening therefore, and my musical tastes go from Jazz, Pop and Trap to Classical, Folk, Acoustic, and Rock. Overall, I would definitely recommend the MX4's IF you are needing the top-end noise cancelation, as the hype surrounding the NC performance is definitely more reality than fiction. It makes my commutes and listening experience in noisy environments, including an interstate, very enjoyable and less fatiguing. I also certainly enjoy the convenience and mobility of these headphones, and the battery life has been excellent thus far. However, if you do not need the absolute best noise cancelling, or maybe don't care so much about mobility, then I would not recommend them due chiefly for the price and audio quality compromise. I shall elaborate, first with what I like:

- Comfort (though for bigger ears it may be a little less so).
- Build quality is good for a headphone in this price bracket, given the tech.
- Noise cancelling is honestly unbelievable, though please note these are my very first pair of NC headphones.
- Decent sound for what it is, with good battery life to boot.
- Cool intelligent tech, though admittedly I do not use it at all (I keep NC on at all times and do not utilize the speech recognition feature).
- Mobility.
- Truly some great tech thrown in here, and I can see the R&D going to work, also fairly useful app.

Cons:

- Price.
- Sound quality is lacking when compared to setups at this price point (though I hear it is the best sound quality when comparing to other NC cans), however more on this below.
- Ears can become warm after a while.
- This may be just me, but I have issues with ear pressure changes throughout the day and can cause a feeling of needing to - and not being able to - ""pop"" my ears, which is annoying and causes long-term comfort to be an issue for long sessions, forcing me to switch back to my faithful 599's.

To elaborate, I have HiFiman x Drop HE4XX'S, with a Schitt Modi/Magni stack DAC/AMP. This entire package cost me the same exact price as the MX4's from Sony, and the sound quality is essentially night and day difference. Sound stage, separation, and dynamic sound range is definitely noticeably worse on the MX4's, and there is significant bleed through the bass and mids in some songs. For reference I am listening on Tidal, with Master track quality. Even on my HE4XX's, the bass is tighter and more responsive, and, while not a bass-havy pair of cans, provides a much more accurate and tight listening experience across all ranges. This is partially due to the open back versus closed back design, but again for the price, if you do not care about being so mobile, or perhaps work from home or are a student doing much of your work and homework from a home office or fixed location like myself, I would suggest looking elsewhere. If you travel all the time and absolutely cannot live without maximum portability and noise cancelling, then the MX4's are the way to go. The sound quality is adequate (though I still grit my teeth when considering how much these cost compared to my true audiophile headphone set ups given the sound quality), especially when compared to other closed-back designs, and again the NC is absolutely insane. Another point is that firmware updates will hopefully keep improving on the already impressive and interesting tech inside these cans.

All in all, I really do like the MX4's, but due to the price, it makes me hard to recommend to someone who cares chiefly about sound quality first, and the convenience and portability/NC factors second. If this is the case, I'd say go to something with a better sound profile, and you will likely find yourself spending less with a better musical experience, and a recommendation off the top of my head would be the EXCELLENT Senheiser HD599's (around $200 new on Amazon). Personally, if they would have saved on some R&D and kept the voice and calling features to a minimum but dropped the price, this would be a no-brainer for everyone, but I digress. If however, you need the solid NC and are excited about the mobility and convenience and the versatility that these cans can bring, and are okay with the compromise on sound quality as well as the steep asking price, I would say you would be hard-pressed to go anywhere else than the MX4's. I am still debating on keeping these or not, as I have been spoiled with amazing sound experiences for the past 3-5 years now, and I find it hard to take a hit to my pocketbook like this when I could get a truly awe-inspiring pair of audiophile cans to use with my current setup for the same exact price, though the MX4's are good enough to make it a hard decision which is itself a promising sign.

Tldr; Should you buy the MX4's? It depends, but I do like them, and you need to just consider your use case when making that decision. This is a lot of money to spend on a pair of headphones, and if sound quality plays a large part in your decision, you have some serious competition to look at. Would I say I recommend the MX4's in general? Yes.",Reviewed in the United States on 26 August 2020,
,"Pros: beautiful headphones, above average sound. Class leader in noise canceling. Ability to connect simultaneously to 2 devices is huge. Watch the any number of rave YouTube reviews.Cons: call quality is below average when compared to earbuds such as Airpods Pro. Most importantly for me, the headphones get hot and uncomfortable after wearing for more than 5 minutes. For longer listening or studying sessions, this is a deal-breaker for me. Will return.",Reviewed in the United States on 23 August 2020,
,"I am going to this headphones from the Bose Quiet Comfort II and mainly made the leap after Sony improved their multipoint bluetooth technology, which Bose already has, but also because of Sony's new microphone setup so I can use the headphone for phone calls. Sounds quality is great for songs, calls, and movies. Noise cancelling is great but no better than before. At least I could not tell any noticeable improvement. Call quality is great and I have had no complaints for microphone quality. My favorite features are the really impressive bluetooth range, battery life, and ear phone padding. The bass on this headphone is much better than anything Bose offers right now but I think Bose headphones are slightly more comfortable. I haven't found the wearing detection feature useful or for it to work very well.",Reviewed in the United States on 26 August 2020,
,"Everyone is saying how good these headphones really are, but don't be fooled by that - try it for yourselves. Sure, it has upgraded padding, lightweight, easy on the ears, and subtle design improvements over its predecessor, but that's about where the difference ends - at least from a visual perspective anyway.

I can tell you it sounds great, but that's to be expected from a brand new pair of premium headphones anyway. Listening to them I was not blown away. I didn't get it... until I went back to listen to my old pair for comparison. WOW! Only then could I truly appreciate the immense acoustic separation that the 1000XM4 fields! Perhaps it was the AI upscaling my MP3 to a higher level or perhaps it was just relying on it laurels as a superb pair of high quality headphones. Whatever it was, WOW!

Perhaps the first sign that these were truly a magnificent piece of engineering, was when I put them on. The noise cancelling alone seem to create the feeling that I was in another world, the current world (of sounds) being blotted out. And then the music track dropped.

However, the only real issue that I had was that I wasn't able to enjoy the 360 Reality Audio. I cannot understand why these features were not built into the headphone so that everyone could enjoy it anywhere, instead of a limited subset of people relying on a few less popular websites like Tidal, and restricted to a handful of pre-selected songs. This is not good. People have vast libraries and their own user-created audio files that cannot utilize this feature. Moreover, even Apple or Spotify steaming service cannot access this acoustic engine.

One school of thought is for Sony to use AI to split the audio into several objects and place them around the user in real time, creating a crisp, immersive audio experience. And since custom settings are possible, the AI could play the same song in several different ways or move the objects around to create a real-live effect. In other words - simulated live concert in a headphone.

""Better than the artist intended.""
This must be what Sony intends for in 2022, or how else can there be a WH-1000XM5?",Reviewed in the United States on 29 August 2020,
,"If you want the very best quality, activate LDAC (Android or high-end DAP users). Sony's own app will tell you if LDAC is activated when you play music. If you use Android, don’t forget selecting WH-1000XM4’ Bluetooth connection and then settings, and then activating Codec: LDAC High Quality. (No, you don’t have to do the “developers mode"" absurd advice found on the internet, any phone today select LDAC automatically when available, and even if you try the “developers mode"", the phone will not recognize the LDAC unless you manually activate it from the Bluetooth’s individual connection). If you use lossy music, maybe DSEE is a solution. Any low-resolution music (itunes, Spotify, Pandora…) will not take advantage of LDAC and perhaps will benefit with DSEE. On the other hand, if you listen Amazon Music HD or Qobuz (Tidal uses MQA, so will not play Hi Fi here), please try, to really impress yourself, to deactivate DSEE and ambient sound or noise cancelling: it will be difficult to believe this sound over Bluetooth!When you go back to noise cancelling, try activating DSEE to see if it clouds detail or enhances your music (sometimes, from classical to modern genres this and the equalizer are essential). Sony knows their stuff. From the best headphones they produce (MDR-Z1R) to high-end DAP's and DAC's, and industry leading Music Studios. However, the legendary MDR7506 studio reference headphones are really cheap, just to show you that great quality of sound is achievable without charging thousands of dollars. Don't forget that in some cases the new headphones' diaphragms take a little time to have optimal movement, you will find headphones that sound better after the first hours of utilization.",Reviewed in the United States on 14 September 2020,
,"Excellent headphones.
Quality of music: 10/10
Noise Cancelling: 9/10
Mic: 8/10
Bluetooth Connectivity: 6/10
Aesthetics: 5/10
I'm an audiophile looking for quality headphones that have the ability to listen to music while being able to jump into zoom meetings w/o changing headsets. I've been a fan of the WF-1000XM3 ear pods and bought these to accompany them. They didn't disappoint. You'll need to spend some time configuring these for features like multi-device bluetooth support. The only issue I have is with the connectivity. Sometimes they don't connect as expected and would have to reconnect. This usually happens with just my macbook and would run into issues where the output works but mic doesn't but reconnecting usually resolves this issue. Aesthetics I marked low b/c they're not visually appealing especially in meetings but that's not my primary reason to buy these. An additional feature I like on these headphones is the ability for them to automatically turn off when you start talking. Love these headphones, well worth the purchase price and would buy again even with the connectivity issues.",Reviewed in the United States on 19 September 2020,
,"Noticed that anytime the mics were active, either in a standard phone call or a VOIP call on a laptop, the noise cancelling took a noticeable step back. All ambient noise became much more noticeable. After playing with the NC modes, I feel it's not quite the same as ""sound control off"" - it seems to be blocking certain frequencies? But NC is noticeably reduced, whichever frequencies aside.

Spoke to Sony Level 2 support (which was responsive) and they indicated this is working as designed. The device borrows mics from NC to bring in voice so noise cancelling can't operate fully when the mics are being used. (He also tried to tell me that if it maintained full NC, my voice would be blocked out for the other side - I'll chock that up to ignorance blended with desperation.)

I can understand if the NC was less precise with fewer mics listening, but dropping the intensity of the NC noticeably? Ya?

My Gen 1s from 2017 give me full noise cancelling during calls. This is a big step back.

The pro reviews are singing this thing's praises universally - this is a huge miss IMHO. (And I'm not even going to mention problems with the Android app.)

Probably sending them back. So disappointed.",Reviewed in the United States on 25 August 2020,
,"Great noise cancelling headphones! Its a must buy, especially if you have not had noise cancelling headphones before. Sound quality is amazing, especially once you set the equalizer to how you like. Great all around features such as speak to chat and the sensor in the left earcup that detects when its being used. Multi device pairing works flawlessly, essential feature if you use your laptop and still want to get calls or watch media on your phone while still using the headphones. (Note: to pair with your laptop dont forget to hold down the power button until you hear that its in pairing mode). Finally, I really like the new silver color. Looks amazing in my opinion.",Reviewed in the United States on 23 August 2020,
,"This new version is definitely improved over the previous version, the noise canceling (so far, it’s only been less than an hour of use yet) is amazing, I can’t here much of anything with them on. Sound quality is amazing as well, wider soundstage than the XM3’s and the sound is buttery smooth. At first listen the volume seems a little bit lower at the maximum but with the super noise canceling you don’t need it to be louder. Also this is with the default settings as I have not tried using the equalizer as of yet. Super comfortable and they do seem as if the build is sturdier as well. The speak-to-chat feature is nice but I probably won’t use it much as when I had it on it was pausing at every sound I made (I did set it to high sensitivity which you can change in the app). The headphones came fully charged and updated the software pretty quickly and they were good to go. The best noise canceling headphones just got even better! Highly recommended!Update: 8/31/20 three main issues so far, the battery life seems worse when using the feature to connect to two devices simultaneously and the headphones only connect fully about 50% of the time and I have to go to Bluetooth settings to get them to connect. Also, wear sensor doesn’t always work and when putting paused headphones around my neck it often starts playing again. One more thing: the padding on the ear cups is slimmer and more plush so I feel the actual cups against the side of my face making them slightly less comfortable but not so much that it’s a deal breaker. I do like that you can put two fingers to the touch pad and hold to toggle the speak-to-chat feature on and off which is handier than going into the app to turn it off/on. Also I like that there is a power button in the app to quickly turn off the headphones and that they will auto shut off when taken off after a certain amount of time (although I have no idea how long that is as there is no way to change it in the app).",Reviewed in the United States on 21 August 2020,
,"This headphone has VERY little downsides and many upsides.

Build and Fit (4.5/5): Doesn't feel super premium, but not cheap either. It just has this light, high quality plastic feel to it. The earcup cushions take little pressure to compress, so you sort of feel the body of the headphone press against your head. It's not uncomfortable by any means, maybe just a tad unnatural. But you get used to it extremely quickly. Definitely good for long listening sessions.

Noise Cancelling Performance (5/5): best there is. Simple

Sound (4.5/5): Quite good. Comparing it to the Bose QC 35's, there's more resolution in the audio, and you can make out the lower frequencies much easier. I don't think there's a massive difference between the two, but comparing them side by side the Sony's are a noticeable improvement. I found my favorite EQ setting to be everything maxed out (including bass), then reduce the second highest by 3, the middle frequency by 2, and the second to lowest by one. Allows you to listen to multiple genres without weird distortions.
Compared to other ANC headphones in the same price range, this is definitely up there, but if you're used to other premium ANC headphones, this isn't going to blow you away.

I do have to say though, there are some rare songs where these headphones just butcher the audio and sound like cheap headphones. An example is background percussion in ""I See The Light"" from Tangled. The EQ doesn't seem to fix it. I don't know why. If it wasn't for this, I would give sound basically a 5/5.

Functionality: (5/5). I feel like Sony really had the consumer in mind when they made these. The way they work is just so intuitive and complete. One app gives you complete control over all the tech features, and the headphones always tell you when they change anything. When they connect or disconnect to a device, they notify you. When you're raising or lowering volume, a small thud can be heard to let you know. When you switch to ambient sound mode, the headphones tell you, and then you hear your environment.
Auto pause for taking the headphones off is really handy, and auto off after 15 minutes of pausing music gives me peace of mind.

Overall I would say these are the best overall pair of noise cancelling headphones on the market. They're my default recommendation until someone comes up with something better.
Good job Sony!",Reviewed in the United States on 28 August 2020,
,"Best headphones I have ever owned. Sound quality is immaculate. Noise canceling is very effective. If you have ever owned premium wired headphones, you know what to expect in sound quality. Bluetooth and noise canceling have always been working against sound quality. No more. The comfort, sound equalizer, and other smart features make these a no brainer. Love them. Well worth the hefty price. No buyers remorse here.UPDATE: Please enhance headphones connect app to make it easier to switch between the 2 connected devices on new XM4 headphones. It’s cumbersome to disconnect the current playing device first.  I should be able to select the other device and it will switch effortlessly.",Reviewed in the United States on 25 August 2020,
,"so ive spent many months researching and ordering different over the ear headphone to find the pair thats perfect for me.

first purchased the bose 700
loved them at first, the firmware seemed a bit funky at first, noise cancellation was fantastic with great call quality, but the material seemed to fragile and the cups didnt collapse when closed. im a huge bose fan and decided the quiet comfort 35 (2) were still my favorites compared to the 700.

i anticipated sonys xm4 and decided to wait on the xm3s, behold they came into today (late) and i knew how wildly successful its predecessor was so i had high expectations for the xm4. it did not disappoint, they were very similar to the quiet comfort 35s but more modernized in design, i like the touch controls that are not too sensitive, voice controls are able to be deactivated like alexa and siri, talk to pause feature is neat if your into waiting on your music to resume after your desired 15 seconds, but you can disable that as well. the cushion is very comfortable and they are easy to pair and can be paired simultaneously with 2 devices. calls are clear with a good mic, noise cancellation is stunning, sony did an incredible job with isolation. rich is lows and highs sounds fantastic.
what i do not like about these headphones is the design and structure, they are quality and high performance but i prefer the Shure aonic 50 over everything. the microphone is more sensitive during calls, but its very sturdy and durable and hugs your head, giving me a deep 360 stereo experience. sound quality lives up with shures legendary reputation, with also being able to advance eq your set.
they are exceptional headphones but i prefer the shure aonic 50.",Reviewed in the United States on 29 August 2020,
,"I'm really conflicted with these. The noise cancellation is miles better than my QC 35 and airpods pro, and the sound quality is pretty good too. But these headphones creak to no end at the four points which connect the headband to the earcups. At first I thought it was a defective model so I got a replacement and tried to be as gingerly as possible but it started creaking again. I did some research on the XM3 and it seems these were an issue for those too. If you don't move your head at all it's fine but any movement of the head or jaw causes these creaking noises at those hinges. I really want to keep these because the noise cancellation is that good but when the headphones themselves cause distracting noises I don't know that I can justify these for $350. Maybe $250 for the XM3's and I can put up with the creaking noises but at this price point it's very difficult.Other complaints are fairly minor. Basically all the ""features"" that are advertised (not sure how many of them were also in the XM3's) are pretty gimmicky. The whole ""put one hand over the right ear cup when ordering a coffee""? Just slide the ear cup back and avoid looking like a goof. 19 levels of noise cancellation? I bought these for the max so cancel out the distractions in the back. The ambient sound noise works I guess but the microphones pick up wind noises too much and the headphones shifting around the head when walking make it more difficult to use - airpods pro transparency mode does this a lot better. The whole speak to put your headphones into ambient sound mode temporarily is super annoying. The only useful feature is the two connections, which is new to the XM4's. I personally don't like the pause music when lifting up the left ear cup because if I'm on a call and I lift it up to scratch my ear (which you will do a lot because your ear touches the inside walls of the headphones) and I put it back, my spotify will suddenly start ploying music again. Again, not a huge deal since the noise cancellation is that good. If only the headphones didn't creak so much, it would be well worth the $350. I'll use it for another two weeks to see if there is a ""break in"" period and the headphones stop creaking but if they don't, I'll have to make a tough choice on whether to keep them or return them.",Reviewed in the United States on 27 September 2020,
,"I've owned the same pair of Bose QuietComfort 35 II headphones since 2017. Literally traveled all over with those things. I've had to replace the ear pads 3 times I think, but it was expected as I use them extensively for sales calls, music listening as well as music production and audio monitoring in a professional setting.

With all that said, for the last 3 years, I've felt like the headphones did what they were suppose to and never let me down. They were light, did a decent job at noise cancelation and had a pretty good frequency response with respect to sound. I found the digital voice to be annoying though...

However, as timing is everything, the driver on the Bose headphones start crapping out on me and I couldn't hear much on the left side. Since I need something that is reliable, can handle the frequent calls that I'm on, has good sound characteristics and can pair to multiple devices, I knew I need to purchase something ASAP.

During my search, I was reluctant to look for anything outside the Bose brand. To be frank, I wouldn't have purchased the 1000XM3 since it doesn't have multi pairing functionality. But after reading reviews on the older model, I was somewhat sold on Sony's flagship headphone line.

Then I saw that they had a newer model coming out. It was very hard to wait patiently, even 1-2 weeks, given the amount I use my headphones, but boy was it worth it...

The headphones literally just arrived in the mail this afternoon. I've watched all the pre-release demos on Youtube, and wondered how much of a sales push it was versus if they would actually deliver.

I'm a bit of an audio snob, I like having high end headphones, or even studio monitors for that matter, but let me tell you, out of the box, with no EQ fidgeting in the iOS app, I'm very impressed in the sound quality department. I always listen to my own productions on any new set of speakers, headphones or in a car to compare with how it sounds in reality to how I imagined the song should sound like.

The bass is distinct and not too boomy nor muddied like the Beats lineup, the high ends are crisp and bring a nice air to the tracks, and the mids aren't too overpowering. I don't actually feel the need to change much of the equalization as it's pretty well balanced.

While these aren't thousand dollar headphones with a pre-amp, I would feel very comfortable producing with these on the road, on a plane (after COVID-19 isn't a thing) or even at home. I haven't tested out a lot of the other features like the different noice cancellation settings, although the proximity sensor seems to work well.

I would definitely recommend the Sony WH-1000XM4 if you are searching for a new pair of headphones and on the fence of switching over from Bose. Will try to add updates as I use these more.",Reviewed in the United States on 21 August 2020,
,"Love the music, noise cancelling but these aren't for your work calls at all. I am/was torn but when my team says I sound like I'm sick or in a tunnel all the time I know it's time to say enough is enough. I always knew they weren't brilliant for conf calls - they didn't advertise that they were - but being acceptable would have been good enough for me because of the other many qualities but this is not good enough - it's bad so .... hence the return. If you don't need the mic or you do conf calls with it, then you will love them otherwise ...",Reviewed in the United States on 27 August 2020,
,"I was very excited about this new product and was finally willing to spend money since I now work from home. They are incredibly comfortable, sound quality is incredible but the microphones are horrible and call quality is non-existent. I was unable to use it for office calls. People said I sound robotic, like I was in a box or I had to speak up. Noise cancellation did nothing for ambient noise at any level. It picked up my dogs outside, the tv in the background and even my wife. It’s unacceptable for a product in this price range. I really don’t understand the rave reviews on this. If you are using them solely for music I completely agree but nothing else. I switched to the bose 700’s and it’s night and day for call quality and noise cancellation. Everyone says I am extremely clear now and they cannot hear anything in the background at all. Sound is good but nowhere near the punchy bass and ambient sound the Sony headphones have. I really tried to love my xm4‘s but could not justify not being able to also use them for work. Note: I did update them to latest firmware and tested every knob and feature in the app. Nothing changed what I was experiencing.",Reviewed in the United States on 28 August 2020,
,"I recently started a job that requires air travel, and I knew I would want some good ANC headphones. After reading reviews on the XM3's (before the XM4's came out) I was nearly ready to purchase, but was holding back because of the lacking ability to pair to multiple devices. Even though I personally knew people with XM3's who raved about the sound quality, that one-at-a-time pairing was a serious deal breaker for me, going between phone and laptop for video conferences.

Luckily, just before I needed to make my first business trip, the XM4's were released, and I have been so happy I did. They fixed the multi-pairing issue, the noise cancelling is incredible, and wearing them made for the best small-airline trips I've ever experienced. Sat right on the wing, and when the headphones come on, the engine sounds nearly disappear. Once I started some music or a podcast - I forgot I was even on a plane.

The adjustable levels of noise cancelling, including ""focus on voice"" are fantastic, the sound is impeccable, and the fit is comfortable even after hours. The best part is that the noise cancelling for the person on the phone is as good as it is for you, so you can talk in a noisy place and be heard. And the battery life seems endless - I haven't even seen the bottom half, and I used them for 3 days before charging the first time. These were totally worth paying full price.

That said, I have a couple of wishes:

1. When talking on the phone, the noise cancelling makes it so you can't hear your own voice, so I feel like I'm over-talking for those around me when I'm on the phone. It would be nice if my own voice came back in, just a little bit, so I could gauge my own volume on the outside.
2. The included USB-C charging cable is laughable. Maybe 6 inches. For nearly $400, it could have at least had a 2' or 3' cable. But this this is hardly a deal breaker.
3. The new Speak-to-Chat function has enough delay, that a quick, ""hey man"" is not enough time to switch over - but it will pause your music or movie if you clear your throat.. Not sure I'll keep this enabled. Luckily the ""cover"" function is responsive and instantly allows outside noise for a quick response or to listen to an announcement.",Reviewed in the United States on 22 September 2020,
,"Wow !!! At first I was extremely disappointed that they didn’t seem to sound like the ones I heard on display at a local store, so I researched how to get the best sound out of these so I could hopefully match what I heard.  I succeeded and it was very quick and easy.  The source of your music and quality stream is very very importantThe EQ can work wonders and there are easy tutorials to follow made by bona fide audiophiles that can have your music sounding beautiful, punchy ( just the right amount rather than muffled or muddy).  Just turning off ANC and selecting DSEE extreme (upscales music quality detail through Sony proprietary tech) make a very big difference.  The ANC is wonderful. Transparency mode ( or Ambient sound mode as Sony calls it) works well, but to be honest, if transparency mode is really important to you, Apple AirPods Pro are utterly amazing —the best).  I have always been a Bose guy and it was hard to imagine that these could challenge my Bose Bias from the past.  I tried these and then got ahold of some Bose 700 ( Bose top-shelf competitor for Sony XM3/4) to compare.  Sound detail:  ( quality/detail, soundstage, power, Customization ( EQ, etc) and ANC are clearly superior to Bose.  Call quality is less than impressive to be honest.  It works but not great.  Bose 700 have this hands down.  Final verdict: the win clearly goes to Sony.  This may not help but I also have the AirPods Pro and they don’t have quite the soundstage/detail as Sony but if you are going to use these to make calls and will be mobile a lot where having big cans on your head may not be practical ( in the car or walking around the store), I would choose the AirPods.  Transparency mode and the overall noise canceling quality on AirPods are unbelievable. The sound is really good also ( Sony is better on to be sure).  I do hope this review helps someone out there trying to decide between the three mentioned here. Bottom line is you will really enjoy these",Reviewed in the United States on 27 August 2020,
,"Had a pair of the 1000XM3 and returned for sound quality being just okay. Once again, purchased these for a travel only headphone for convenience and noise cancelling for flights. Returned these within a week, sound quality has not improved at all. Bass is loose, highs are not crisp and the mids are drowned by the boomy/dirty bass. Chinese IEMs that cost $50 are dramatically better sounding and at the end of the day, that is why you buy headphones.Improved BT from XM3, Comfort seemed to be better for long listening sessions, touch controls improved. If you want a travel headphone and you are pleased with airpods or Beats sound quality, this will work for you. If you care about SQ, PASS.",Reviewed in the United States on 24 August 2020,
,"First off I am not an audiophile so there’s that.
But I have had my fair share of wireless earphones with noise cancellation (AirPod Pros and Sony’s wireless earbuds) and mostly gaming headsets.
And let me tell you that this puts them to shame which is a given because of the size. Either way it has amazing ANC that blocks out pretty much anything except human voices and higher pitch sounds but man when your music is playing you are in your own little world just in vibbing. The sound quality is just amazing, and to make things better the app lets you adjust the EQ and bass.

I bought this with then intention to study in loud environments and planning also for when I travel (I am a new college student)

PROS
-Noise cancellations it amazing
-Battery life is very good along with it being USB-C which also adds the added feature of quick charging them
-Sound quality is amazing and love the option of the app which lets you boost/change the audio setting like bass
-Absoulety love the dual connectivity which lets me easily switch from my phone and MacBook with ease
-Has ANS to block outside world and Ambiance noise to hear the outside world
-The case is such a bonus, you can take them anywhere without having to worry about them getting damaged along with its accessories
-Comes with a aux cable to play music on devices with the 3.5mm jack and the airplane adapter as well
-They at very lightweight
-The touch gestures on the right earcup are cool and feel nice to use

CONS
-The included charger cable is a joke, it’s so small
-Has a lot of issues with the duo connection, sometimes I can’t play on one of my devices and then other times it won’t want to connect to one of my devices
-Due to the plastic design it tends to get dirty quickly and very smudgy by any kind of moisture
-It’s sort of weird and difficult to correctly put up or down the volume because most of the time the earcup thinks you are trying to skip or go back a song",Reviewed in the United States on 22 September 2020,
